acteur	nombre
Valérie Vogt	1
Frédéric Sauzay	1
Natalya Ermilova	1
Charlotte Pradon	1
Adam Goldberg	4
Daniel Brühl	13
Marie Pillet	3
Albert Delpy	9
Alexia Landeau	2
Adan Jodorowsky	3
Alexandre Nahon	2
Charlotte Maury-Sentier	1
Vanessa Seward	2
Megan Fox	7
Josh Duhamel	11
Rachael Taylor	3
Anthony Anderson	8
Jon Voight	7
Michael O'Neill	2
Kevin Dunn	12
Ian McShane	14
Sam Claflin	5
Astrid Bergès-Frisbey	10
Stephen Graham	10
Keith Richards	1
Richard Griffiths	2
Michael Chiklis	7
Cameron Richardson	2
Allan Rich	1
Samantha Shelton	1
Kevin Wheatley	1
Margo Harshman	2
Cameron Goodman	1
Jason Schwartzman	3
Steve Coogan	8
Judy Davis	2
Clara Brajtman	1
Mélodie Berenfeld	1
Asia Argento	8
Molly Shannon	2
Sebastian Armesto	1
Hayden Christensen	7
Christopher Lee	6
Frank Oz	2
Ian McDiarmid	2
Pernilla August	4
Temuera Morrison	5
Jimmy Smits	2
Anthony Daniels	3
Keisha Castle-Hughes	1
Mylène Jampanoï	7
Xiaoran Li	4
Dong Fu Lin	2
Weiguang Wang	1
Quynh Nhu	3
Nguyen Van Quang	1
Linh Thj Bich Thu	1
Thi Xuan Thuc Nguyen	1
Phuong-Thanh	1
Tuo Jilin	1
Suzuka Ohgo	2
Togo Igawa	6
Mako	2
Samantha Futerman	1
Elizabeth Sung	1
Thomas Ikeda	1
Javier Bardem	6
Belén Rueda	1
Lola Dueñas	10
Mabel Rivera	1
Celso Bugallo	4
Clara Segura	1
Joan Dalmau	1
Alberto Jiménez	1
Tamar Novas	1
Francesc Garrido	2
Sophie Quinton	8
Catherine Jacob	13
Yasmine Belmadi	4
Michèle Moretti	15
Valérie Donzelli	14
Jean-Claude Jay	1
Thierry Bosc	3
Lucia Sanchez	5
Dana Ivgy	4
Ronit Elkabetz	11
Meshar Cohen	1
Katia Zinbris	1
Shmuel Edelman	1
Lital Doron	1
Shaul Ezer	2
Tzhai Hanan	1
Yuval Segal	1
Shelly Skandrani	2
Marianne Faithfull	4
Predrag 'Miki' Manojlovic	9
Siobhan Hewlett	2
Dorka Gryllus	2
Jenny Agutter	1
Corey Burke	1
Meg Wynn Owen	1
Susan Hitch	1
Flip Webster	2
Maryam Karimi	1
Mohamad Dolati	1
Agelem Habibi	1
Esmat Vahedi	1
Ameneh Banizadeh	1
Razieh Jafari	1
Hassan Rezai	1
Najibeh Habibi	1
Emmanuelle Laborit	1
Jérôme Horry	1
Nick Nolte	11
Paul Kersey	1
Cara Buono	1
Todd Tesen	1
Kevin Rankin	3
Celia Weston	2
Andrew Garfield	4
Emma Stone	5
Irrfan Khan	17
Denis Leary	1
Martin Sheen	5
Sally Field	2
Campbell Scott	3
Embeth Davidtz	4
Chris Zylka	2
Christopher Eccleston	6
Fionnula Flanagan	4
Alakina Mann	2
James Bentley	1
Eric Sykes	1
Elaine Cassidy	3
Renée Asherson	1
Gordon Reid	1
Keith Allen	5
Catherine Frot	29
François Berléand	43
Brigitte Catillon	15
Michel Vuillermoz	33
Christiane Millet	12
Rose Thiéry	1
Bruno Chiche	1
Jean-Philippe Puymartin	5
Aurore Auteuil	2
Jason Statham	34
Amy Smart	5
Carlos Sanz	2
Jose Pablo Cantillo	5
Efren Ramirez	2
Dwight Yoakam	5
Reno Wilson	2
Edi Gathegi	3
Glenn Howerton	2
Jay Xcala	1
Isaach De Bankolé	10
Danny Glover	12
Michaël Abiteboul	18
Geoffrey Bateman	1
Virgile Bramly	4
Ruben Brinkman	1
Fanny Ardant	20
Danielle Darrieux	6
Virginie Ledoyen	15
Firmine Richard	11
Dominique Lamure	1
Anthony Hopkins	13
David Bedella	1
Jessie Kamm	1
Val Kilmer	13
Fiona O'Shaughnessy	1
Connor Paolo	3
Patrick Carroll	1
Steve Zahn	5
Denis Arndt	2
Audra Blaser	1
Ismael 'East' Carlo	4
Gary Carlos Cervantes	1
José María Negri	1
Ioan Gruffudd	9
Julian McMahon	6
Andre Braugher	3
Beau Garrett	3
Yaël Abecassis	6
Roschdy Zem	40
Moshe Agazai	1
Moshe Abebe	1
Sirak M. Sabahat	1
Yitzhak Edgar	1
Roni Hadar	1
Rami Danon	2
Mimi Abonesh Kebede	1
Meskie Shibru	1
Norah Jones	1
Chad R. Davis	1
Katya Blumenberg	1
John Malloy	1
Demetrius Butler	1
Frankie Faison	3
David Strathairn	9
Adriane Lenox	1
Gabe Nevins	1
Daniel Liu	1
Taylor Momsen	2
Jake Miller	1
Lauren McKinney	1
Scott Patrick Green	1
John Michael Burrowes	1
Grace Carter	1
Jay 'Smay' Williamson	1
Christopher Doyle	1
Zoë Bell	4
Vanessa Ferlito	5
Sydney Tamiia Poitier	3
Rose McGowan	6
Jordan Ladd	2
Mary Elizabeth Winstead	8
Quentin Tarantino	2
Marley Shelton	4
Jeff Fahey	9
Michael Biehn	7
Rebel Rodriguez	1
Naveen Andrews	2
Vincenzo Amato	6
Vincent Schiavelli	1
Aurora Quattrocchi	3
Francesco Casisa	4
Filippo Pucillo	3
Federica De Cola	1
Isabella Ragonese	2
Filippo Luna	2
Andrea Prodan	1
Iain Glen	9
Noah Taylor	6
Richard Johnson	1
Chris Barrie	2
Julian Rhind-Tutt	7
Leslie Phillips	3
Robert Phillips	1
Til Schweiger	11
Simon Yam	32
Terence Yin	10
Daniel Caltagirone	4
Guy Pearce	13
Freddie Highmore	6
Jean-Claude Dreyfus	7
Oanh Nguyen	1
Philippine Leroy-Beaulieu	5
Moussa Maaskri	20
Vincent Scarito	2
Maï Anh Le	1
Jaran 'See Tao' Petcharoen	2
Stéphanie Lagarde	3
Jacques Gamblin	25
Isabelle Carré	43
Bruno Putzulu	8
Lara Guirao	1
Frédéric Pierrot	25
Maria Pitarresi	2
Jean-Yves Roan	2
Séverine Caneele	2
Gilles Gaston-Dreyfus	13
Anne Loiret	11
Fu'ad Aït Aattou	4
Claude Sarraute	1
Yolande Moreau	31
Anne Parillaud	6
Jean-Philippe Tesse	1
Sarah Pratt	2
Amira Casar	19
Denis Moschitto	2
Nora Tschirner	4
Emanuel Bettencourt	1
Numan Acar	4
Hasan Ali Mete	1
Kida Khodr Ramadan	2
Paul Faßnacht	2
Phillip José Steinfatt	1
Paula Paul	2
Badasar Colbiyik	1
Cecilia Cheung	6
Jang Dong-gun	11
Hiroyuki Sanada	9
Nicholas Tse	18
Hong Chen	1
Qian Po	1
Calvin Yu	1
Qian Cheng	1
Li Jing	1
Chiara Mastroianni	26
Gena Rowlands	2
Simon Abkarian	37
Gabrielle Lopes Benites	3
François Jerosme	2
Sophie Arthuys	2
Jean-François Gallotte	5
Arié Elmaleh	16
Cornelio Wall	1
Miriam Toews	1
Maria Pankratz	1
Peter Wall	1
Jacobo Klassen	1
Elizabeth Fehr	1
Mathieu Amalric	48
Olatz López Garmendia	1
Jean-Pierre Cassel	11
Marina Hands	15
Samy Naceri	8
Sami Bouajila	29
Bernard Blancan	15
Mathieu Simonet	4
Assaad Bouab	6
Benoît Giros	3
Antoine Chappey	20
Stellan Skarsgård	17
Doug Hutchison	4
Joss Ackland	1
Jonathan Higgins	2
Shannon Lawson	1
Robert Welch	1
Francis X. McCarthy	1
Zuleikha Robinson	1
Louise Lombard	5
Ana-Sofia Mastroianna	1
Saïd Taghmaoui	14
Silas Carson	1
Harsh Nayyar	2
Mel Gibson	15
Joely Richardson	2
Jason Isaacs	7
Chris Cooper	3
Tchéky Karyo	19
Rene Auberjonois	1
Lisa Brenner	1
Kevin Pollak	6
Serena Scott Thomas	1
Michelle Horn	1
Ben Foster	15
Jonathan Tucker	3
Marshall Allman	1
Rumer Willis	1
Sabine Azéma	21
Éric Berger	7
Hélène Duc	1
Aurore Clément	23
André Wilms	19
Richard Guedj	2
Roger Van Hool	5
Nathalie Krebs	1
Denzel Washington	11
Scott Glenn	7
Tom Berenger	17
Harris Yulin	3
Raymond J. Barry	3
Dr. Dre	1
Snoop Dogg	5
Macy Gray	5
Michael Wincott	2
Monica Potter	2
Mika Boorem	2
Kim Hawthorne	2
Billy Burke	6
Michael Moriarty	1
Bruce Greenwood	10
Alan Tudyk	10
Adrian Ricard	1
Chi McBride	5
Jerry Wasserman	2
Fiona Hogan	2
Peter Shinkoda	1
Kevin Costner	7
Robert Duvall	1
Diego Luna	9
Abraham Benrubi	5
Annette Bening	4
James Russo	5
Dean McDermott	1
Thomas Jane	18
Jack Thompson	1
Gregory Itzin	1
Allison Mackie	2
Joan Pringle	2
Cordelia Richards	1
James Haven	1
Pedro Armendáriz Jr.	3
Diane Kruger	28
Justin Bartha	5
Christopher Plummer	9
David Dayan Fisher	1
Stewart Finlay-McLennan	1
Oleg Taktarov	5
Vincent Lindon	31
Sandrine Bonnaire	21
Liane Foly	2
Hélène de Saint-Père	4
Guilaine Londez	15
Pierre Diot	5
Albert Dray	5
Mar Sodupe	12
Gary Sinise	4
Don Cheadle	11
Jerry O'Connell	4
Peter Outerbridge	2
Kavan Smith	2
Jill Teed	1
Elise Neal	3
Kim Delaney	1
Hugh Jackman	14
Liev Schreiber	4
Ryan Reynolds	20
Danny Huston	10
Will.i.am	1
Lynn Collins	5
Kevin Durand	12
Dominic Monaghan	4
Taylor Kitsch	8
Daniel Henney	3
Aaliyah	1
Isaiah Washington	3
Delroy Lindo	9
D.B. Woodside	1
Henry O	2
Jon Kit Lee	2
Edoardo Ballerini	3
Brent Roam	1
Shawn Woods	1
Christopher Bersh	1
Rachel Ticotin	2
Beth Grant	6
Zach Chapman	1
Jamey Sheridan	1
Leslie Stefanson	4
Melora Walters	3
James Gandolfini	4
Mark Ruffalo	9
Steve Burton	1
Paul Calderon	2
Sam Ball	1
Jeremy Childs	1
Clifton Collins Jr.	8
George W. Scott	1
Jean Reno	28
Ryôko Hirosue	3
Michel Muller	4
Carole Bouquet	16
Yoshi Oida	2
Christian Sinniger	4
Alexandre Brik	1
Jean-Marc Montalto	1
Véronique Balme	1
Fabio Zenoni	5
Xun Zhou	10
Kun Chen	10
Shuangbao Wang	2
Zhijun Cong	1
Hongwei Wang	6
Xiong Xiao	1
Zuohui Tang	1
Wei Chen	2
Tianlu Chen	1
Ming-Na Wen	1
Peri Gilpin	1
Donald Sutherland	10
James Woods	4
Jean Simmons	1
Matt McKenzie	2
John C. Reilly	10
Diane Lane	6
John Hawkes	1
Allen Payne	1
Mary Elizabeth Mastrantonio	1
Cherry Jones	1
Yancey Arias	3
Mark Addy	3
Phyllida Law	2
Laura Kirk	1
Josh Stamberg	1
John W. Momrow	1
Jeffrey M. Meyer	1
Bridget Fonda	2
Ric Young	3
Burt Kwouk	1
Laurence Ashley	1
Didier Azoulay	1
John Forgeham	1
Paul Barrett	1
Charlize Theron	14
James Frain	6
Dana Stubblefield	1
Mark Acheson	2
Tom Heaton	1
Isaac Hayes	1
Michael Sunczyk	1
Douglas Arthurs	1
Hart Bochner	2
Fulvio Cecere	1
Gregory Calpakis	2
Terry Chen	2
Garvin Cross	1
Roger Cross	2
Martin Cummins	1
Linda Fiorentino	1
Tim Allen	4
Rene Russo	2
Dennis Farina	2
Janeane Garofalo	1
Anna Maria Sturm	2
Rosalie Thomass	1
Andreas Giebel	1
Peter Mitterrutzner	1
Florian Brückner	1
Martin Wenzl	1
Lukas Turtur	1
Tommy Schwimmer	1
Roland Schreglmann	1
Ferdinand Schmidt-Modrow	1
Issaka Sawadogo	9
Asma Nouman Aden	1
Carole Karemera	2
Saïd Abdallah Mohamed	1
Ahmed Ibrahim Mohamed	1
Moussa Assan	1
Emile Abossolo M'bo	7
Saïd Omar Aden	1
Assia Aden Mohamed	1
Amina Aden Mohamed	1
Yasiin Bey	4
Jenna Stern	1
Casey Sander	1
Cylk Cozart	1
David Zayas	4
Robert Racki	1
Patrick Garrow	1
Richard Gere	4
Olivier Martinez	3
Erik Per Sullivan	1
Myra Lucretia Taylor	3
Chad Lowe	1
Joseph Badalucco Jr.	1
Erich Anderson	1
Damon Gupton	1
Leonor Watling	4
Julie Bataille	3
Leïla Bekhti	25
Melchior Derouet	2
Seydou Boro	1
Sergio Castellitto	4
Konstantin Khabenskiy	8
Mariya Poroshina	2
Vladimir Menshov	3
Galina Tyunina	3
Viktor Verzhbitskiy	8
Zhanna Friske	2
Dmitriy Martynov	1
Valeriy Zolotukhin	5
Aleksey Chadov	5
Nurzhuman Ikhtymbaev	2
Philippe Torreton	14
Grégori Derangère	10
Émilie Dequenne	19
Martine Sarcey	1
Nicolas Bridet	13
Marie Rousseau	3
Patrick Zard	1
Bernard Spiegel	1
Crispin Glover	5
Robin Wright	6
Paul Baker	1
John Bilezikjian	1
Rod D. Harbour	1
Brice Martin	1
Sonje Fortag	1
Gloria Reuben	1
Armin Mueller-Stahl	2
Daniel Kash	4
Lisa Owen	3
Phillip Jarrett	1
Patricio Castillo	1
Rene Pereia	1
Angelina Peláez	1
Julian Bucio	1
Frédéric Diefenthal	8
Emma Wiklund	3
Bernard Farcy	6
Jean-Christophe Bouvet	18
Frédérique Tirmont	3
Marc Faure	1
Haruhiko Hirata	1
Tsuyu Shimizu	2
Bai Ling	9
Edouard Montoute	10
Léon-Pierre Mondini	1
Bernard Llopis	1
Jean-Luc Couchard	10
François Damiens	31
Mourade Zeguendi	4
Driss Spinosa	1
Brenda Blethyn	7
Craig Ferguson	4
Martin Clunes	1
Jamie Foreman	7
Bill Bailey	1
Valerie Edmond	1
Tristan Sturrock	1
Clive Merrison	1
Moritz Bleibtreu	10
Alessandro Preziosi	1
Ángela Molina	7
Mohammad Bakri	6
Hristo Shopov	2
Christo Jivkov	4
Clovis Cornillac	35
Benoît Poelvoorde	42
Alain Delon	2
Vanessa Hessler	1
Franck Dubosc	15
José Garcia	24
Stéphane Rousseau	4
Elie Semoun	9
Lee Yeong-ae	1
Lee Byung-hun	17
Song Kang-ho	11
Kim Tae-woo	3
Shin Ha-kyun	10
Herbert Ulrich	1
Christoph Hofrichter	1
Micara Adriana	1
Gallego Alberto	1
Ahmedov Ayder	1
Ed Speleers	4
Jeremy Irons	8
Garrett Hedlund	8
Christopher Egan	2
Franka Potente	5
Gabriel Mann	3
Walton Goggins	7
Josh Hamilton	1
Julia Stiles	6
Joan Allen	3
Marton Csokas	9
Tom Gallop	2
John Bedford Lloyd	1
Edgar Ramírez	12
Paddy Considine	10
Albert Finney	2
Melvil Poupaud	23
Jeanne Moreau	6
Marie Rivière	9
Christian Sengewald	1
Louise-Anne Hippeau	1
Henri de Lorme	1
Walter Pagano	1
Violetta Sanchez	2
Gérard Jugnot	19
Michèle Garcia	1
Alexia Portal	1
Violette Blanckaert	1
Daphné Baiwir	4
Götz Burger	1
Élisabeth Commelin	5
Hubert Saint-Macary	8
Abdul Ghani	1
Jawan Mard Homayoun	1
Sher Agah	1
Malik Akhlaqi	2
Kader Arefi	1
Azim	1
Guilda Chahverdi	1
Mirza Hussein	1
Malikdelha	2
Walli Tallosh	1
Edward Burns	5
Kelsey Grammer	6
Avery Brooks	1
Melina Kanakaredes	2
Vera Farmiga	10
James Handy	1
Shannyn Sossamon	4
Paulo Costanzo	1
Adam Trese	2
Emmanuelle Vaugier	2
Lorin Heath	1
Aaron Trainor	1
Glenn Fitzgerald	2
Monet Mazur	3
Christine Chatelain	1
Vin Diesel	20
Lewis Fitz-Gerald	1
Claudia Black	2
Rhiana Griffith	1
John Moore	1
Simon Burke	1
Les Chantery	1
Judi Dench	7
Colm Feore	10
Alexa Davalos	3
Yorick van Wageningen	2
Chartchai Ngamsan	1
Stella Malucchi	1
Supakorn Kitsuwon	5
Suwinit Panjamawat	2
Arawat Ruangvuth	1
Sombat Metanee	2
Pairoj Jaisingha	1
Naiyana Shewanan	1
Kanchit Kwanpracha	3
Chamloen Sridang	1
Jodie Foster	4
Chantal Neuwirth	8
Ticky Holgado	4
Dominique Bettenfeld	4
Jean-Pierre Darroussin	46
Guillaume Canet	33
Laurent Stocker	18
Françoise Bertin	4
Alain Sachs	1
Béatrice Michel	1
Kahena Saighi	2
Hélène Surgère	4
Alain Stern	1
Lucy Russell	5
Alain Libolt	7
Charlotte Véry	1
Rosette	5
Léonard Cobiant	1
François Marthouret	7
Caroline Morin	1
Héléna Dubiel	1
Laurent Le Doyen	1
Taisaku Akino	1
Mickey Curtis	2
Yoshiyuki Daichi	2
Ken'ichi Endô	13
Eiichi Furui	1
Hakuryû	6
Shinzô Hotta	1
Masatô Ibu	11
Renji Ishibashi	12
Yûdai Ishiyama	2
Christian Clavier	23
Claude Rich	11
Gérard Darmon	16
Edouard Baer	29
Dieudonné	3
Mouss Diouf	1
Gosha Kutsenko	10
Ilya Lagutenko	1
Chris Rock	4
Garcelle Beauvais	2
Dragan Micanovic	2
John Slattery	3
Pawarith Monkolpisit	1
Premsinee Ratanasopha	1
Patharawarin Timkul	2
Pisek Intrakanchit	3
Korkiate Limpapat	1
Piya Boonnak	1
Tatsuya Fujiwara	10
Aki Maeda	1
Tarô Yamamoto	2
Takashi Tsukamoto	2
Sôsuke Takaoka	5
Yukihiro Kotani	1
Eri Ishikawa	1
Sayaka Kamiya	1
Takayo Mimura	1
Jeff Daniels	7
Alex Borstein	3
Rose Abdoo	1
Dianne Reeves	1
Peter Martin	1
Christoph Luty	1
Jeff Hamilton	1
Michelle Duncan	1
Asier Newman	1
Richard Jenkins	5
Daren Elliott Holmes	1
Howard Ward	1
Dennis Banks	1
Malcolm McDowell	4
Ken Stott	5
Alexander Morton	2
John Surman	1
Paul Mohan	1
James Roday Rodriguez	1
Jeffrey Vincent Parise	2
Majandra Delfino	1
Marieh Delfino	1
George Kennedy	1
Julia Sweeney	1
Tim Matheson	2
Matthew McConaughey	7
Bill Paxton	7
Jon Bon Jovi	2
David Keith	3
Jack Noseworthy	4
Tom Guiry	4
Will Estes	1
Jean-Louis Coulloc'h	8
Hippolyte Girardot	27
Hélène Fillières	15
Bernard Verley	7
Sava Lolov	3
Jean-Baptiste Montagut	1
Fanny Deleuze	1
Michel Vincent	1
Judy Parfitt	1
Essie Davis	3
Joanna Scanlan	1
Chris McHallem	1
Gabrielle Reidy	1
Marcus Carl Franklin	1
Don Francks	1
Roc Lafortune	3
Larry Day	2
Trey Parker	2
Matt Stone	1
Elle Russ	1
Kristen Miller	1
Masasa Moyo	1
Daran Norris	1
Phil Hendrie	1
Maurice LaMarche	1
Chelsea Marguerite	1
Jeremy Shada	1
Shu Qi	17
Matt Schulze	4
Doug Rand	3
Didier Saint Melin	1
Tonio Descanvelle	4
Laurent Desponds	1
Matthieu Albertini	1
Stephen McHattie	6
Greg Bryk	6
Daniel Pilon	1
Sidney Mende-Gibson	1
Lucas Mende-Gibson	1
Kaylyn Yellowlees	1
Ramona Pringle	1
Jacques Weber	11
Alain Doutey	7
Camille Japy	12
Fabrice Murgia	1
Nina Drecq	1
Jacqueline Bir	1
Laurence d'Amelio	1
Julien Frison	4
Cameron Diaz	4
Drew Barrymore	3
Sam Rockwell	8
Kelly Lynch	1
Tim Curry	5
Matt LeBlanc	2
LL Cool J	3
James McAvoy	12
Saoirse Ronan	5
Ailidh Mackay	1
Julia West	1
Juno Temple	4
Felix von Simson	1
Charlie von Simson	1
Matthew Macfadyen	4
Talulah Riley	2
Rosamund Pike	10
Jena Malone	4
Carey Mulligan	3
Claudie Blakley	2
Sylvester Morand	1
Jason Bateman	5
Ashraf Barhom	3
Jeremy Piven	7
Tim McGraw	1
Kyle Chandler	3
Shah Rukh Khan	14
Kareena Kapoor	14
Danny Denzongpa	10
Hrishitaa Bhatt	1
Rahul Dev	28
Ajith Kumar	19
Gerson Da Cunha	1
Subhashini Ali	1
Umesh Mehra	1
Sooraj Balaji	1
Petr Ratimec	1
Barbora Lukesová	1
Anna Rust	1
Jeremy Robson	1
Radim Kalvoda	1
Martin Hofmann	1
Josef Pepa Nos	1
Casey Affleck	5
Mary-Louise Parker	4
Brooklynn Proulx	1
Dustin Bollinger	1
Jeremy Renner	13
Garret Dillahunt	5
Paul Schneider	5
Michael Peña	15
Peter Berg	2
Larry Bates	1
Christopher May	1
Dany Boon	24
Julie Gayet	25
Julie Durand	5
Jacques Mathou	3
Elizabeth Bourgine	2
Henri Garcin	2
Jacques Spiesser	9
Philippe du Janerand	5
Jordi Mollà	10
Aimee King	1
Laurence Fox	2
Susan Lynch	2
Elise McCave	1
Fanny Cottençon	5
Alexia Barlier	4
Hiam Abbass	28
Élodie Navarre	8
Michel Lagueyrie	3
Christian Schiaretti	1
Jean-Claude Bolle-Reddat	6
Tang Wei	5
Joan Chen	4
Leehom Wang	6
Chung-Hua Tou	5
Zhi-Ying Zhu	2
Ying-Hsuan Kao	2
Lawrence Ko	1
Johnson Yuen	1
Kar Lok Chin	6
Columbus Short	5
Matt Dillon	8
Fred Ward	7
Milo Ventimiglia	5
Skeet Ulrich	4
Andre Jamal Kinney	1
Andrew Fiscella	2
Ian Mongrain	1
Russell Bobbitt	1
Ken Jenkins	1
Bruce McGill	7
John Beasley	3
Philip Baker Hall	3
Al Vandecruys	1
David Kross	6
Christian Redl	2
Robert Stadlober	2
Paula Kalenberg	2
Hanno Koffler	2
Anna Thalbach	1
Moritz Grove	1
Tom Wlaschiha	2
Martin Freeman	9
Robert Popper	1
Joe Cornish	1
Chris Waitt	1
Eric Mason	1
Billie Whitelaw	1
Ashton Kutcher	3
Melissa Sagemiller	1
Omari Hardwick	4
Alex Daniels	1
Daniel J. Molthen	1
Andrew Schanno	1
Adam Pena	1
Grégori Baquet	3
Alice Taglioni	21
Jocelyn Quivrin	10
Arthur Jugnot	1
Salim Kechiouche	9
Éva Darlan	6
Lakshantha Abenayake	2
Jacques Collard	2
Bae Doona	4
Lim Ji-eun	4
Han Bo-bae	2
Lee Dae-yeon	4
Gi Ju-bong	10
Kim Se-dong	1
Lee Yoon-mi	1
Ryu Seung-beom	8
Sarah Michelle Gellar	1
Seann William Scott	5
Curtis Armstrong	2
Robert Benz	2
Todd Berger	1
Joe Campana	1
Chris Andrew Ciulla	1
Rebekah Del Rio	1
Peter-Hugo Daly	1
John Benfield	3
Clare Higgins	1
Ashley Madekwe	1
Andrew Howard	7
Sally Hawkins	6
Keith Smee	1
Michael Michele	1
Kurupt	3
Jonathan Banks	5
Lolita Davidovich	2
Khandi Alexander	2
Frances McDormand	4
Elizabeth Marvel	2
David Rasche	3
Olek Krupa	4
Mia Farrow	4
Melonie Diaz	2
Irv Gooch	1
Chandler Parker	1
Quinton Aaron	2
Gio Perez	2
Brían F. O'Byrne	2
Michel Voletti	1
Patrick Baladi	1
Jay Villiers	1
Fabrice Scott	2
Haluk Bilginer	3
Vincent D'Onofrio	12
Madeleine Stowe	3
Tim Guinee	4
Gary Dourdan	2
Lindsay Crouse	1
Elizabeth Peña	2
Bruno Cremer	2
Jacques Nolot	10
Alexandra Stewart	4
Pierre Vernier	6
Andrée Tainsy	1
Maya Gaugler	1
Damien Abbou	1
David Portugais	1
Pierre Soubestre	1
Stéphane Freiss	7
Françoise Fabian	8
Géraldine Pailhas	19
Marc Ruchmann	7
Jason Tavassoli	1
Jean-Pol Brissart	1
Eliane Kherris	1
Kim Bodnia	4
René Dif	2
Nicolas Bro	8
Robert Hansen	2
Iben Hjejle	7
Thomas Bo Larsen	4
Nikolaj Coster-Waldau	11
Jens Okking	4
Rikke Louise Andersson	1
Kenneth Carmohn	1
Rebecca Hall	6
Christopher Evan Welch	1
Chris Messina	3
Julio Perillán	3
Juan Quesada	1
Ricard Salom	1
Bernard Campan	13
Farida Rahouadj	10
François Rollin	9
Jean Barney	2
Giovanni Ribisi	8
Omid Djalili	3
Trevor Baxter	1
Julian Curry	1
Bertille Noël-Bruneau	1
Thomas Laliberté	1
Camille Lambert	1
Kate Winslet	7
Danny Dyer	8
Tamer Hassan	4
Geoff Bell	7
Georgina Chapman	1
Eddie Webber	3
Adam Bolton	1
Linda Henry	1
Roland Manookian	5
Arturo Venegas	1
Camille Coduri	1
Albert Brooks	3
Michael Douglas	6
Lindsay Sloane	1
Michael Bodnar	1
Vladimir Radian	1
Robin Tunney	3
Boyd Banks	2
Susan Aceron	1
Maria Ricossa	1
Georges Lopez	1
Alizé	1
Axel Thouvenin	1
Guillaume	1
Jessie	1
Johan	1
Johann	1
Jonathan	1
Julien	1
Laura	1
Muriel Robin	6
Artus de Penguern	8
Pascal Légitimus	6
Marie Bunel	11
Marie Kremer	10
Flore Vannier-Moreau	1
Aymen Saïdi	5
Nicolas Cazalé	9
Hélène Vincent	19
Chris Tucker	2
Yûki Kudô	2
Noémie Lenoir	2
Jingchu Zhang	9
Tzi Ma	5
Dana Ivey	2
John Lone	2
Roselyn Sanchez	4
Alan King	2
Kenneth Tsang	7
Lisa LoCicero	1
Mei Melançon	1
Paul Dano	6
Bill Buell	2
Boði	1
Susan Blommaert	1
Alice Olivia Clarke	1
Sonnie Brown	1
Stephen McKinley Henderson	2
Seth Sharp	1
David Moss	1
Jens Albinus	2
Peter Gantzler	4
Friðrik Þór Friðriksson	1
Benedikt Erlingsson	2
Henrik Prip	1
Mia Lyhne	1
Casper Christensen	3
Louise Mieritz	1
Sasson Gabay	6
Saleh Bakri	12
Khalifa Natour	4
Rubi Moskovitz	1
Uri Gavriel	5
Imad Jabarin	1
Hilla Sarjon	2
Shlomi Avraham	1
Tarik Kopty	5
Klaus Löwitsch	1
Martin Feifel	1
Sebastian Blomberg	3
Nadja Uhl	3
Matthias Matschke	1
Doris Schretzmayer	1
Devid Striesow	2
Barbara Philipp	2
Aykut Kayacik	1
Wesley Snipes	7
Henry Czerny	4
Justine Waddell	2
Nicholas Lea	2
Jessica Steen	1
Rob LaBelle	1
John Cassini	2
Damon Johnson	1
Jesse Eisenberg	8
Gordana Vukres	1
James Brolin	2
Sanela Seferagic	1
Damir Saban	1
Aleksandra Grdic	1
John W. Falk	1
Scott Anderson	1
Elizabeth Banks	8
John Michael Higgins	3
Miranda Richardson	7
Kathy Bates	7
Trevor Peacock	1
Hringur Ingvarsson	2
Spencer Wilding	2
Ingvar Sigurdsson	9
Gunnar Eyjólfsson	2
Philip Whitchurch	2
Ronan Vibert	3
Rory McCann	3
Takeshi Kaneshiro	9
Anne Suzuki	2
Gorô Kishitani	3
Kirin Kiki	4
Yukiko Okamoto	1
Mitsu Murata	1
Kisuke Iida	1
Kazuya Shimizu	1
Chiharu Kawai	1
Dean Harrington	1
Jean-Baptiste Maunier	3
Jean-Paul Bonnaire	3
Maxence Perrin	2
Grégory Gatignol	3
Thomas Blumenthal	3
Cyril Bernicot	1
Clint Eastwood	2
James Garner	1
Marcia Gay Harden	2
William Devane	3
Loren Dean	1
Courtney B. Vance	4
Barbara Babcock	1
Linda Hardy	1
Yann Collette	3
Thomas M. Pollard	3
Corinne Jaber	1
Olivier Achard	1
Jerry Di Giacomo	3
Mathilda May	2
Caroline Silhol	6
Valeria Cavalli	6
Etienne Chicot	11
Jean-Marie Winling	16
Richard Anconina	6
Bernard Fresson	1
Jonathan Firth	1
Jean-Claude Dauphin	2
Frank Moore	1
Carole Richert	3
Betty Bomonde	1
Elisabeth Helander	1
Jörgen Nohall	1
Jan Wikbladh	1
Björn Englund	1
Birgitta Persson	1
Lennart Eriksson	1
Jessika Lundberg	1
Eric Bäckman	1
Rolf Engström	1
Jessica Nilsson	1
Kim Basinger	3
Eva Longoria	4
Martin Donovan	3
Ritchie Coster	3
Raynor Scheine	1
Tak Sakaguchi	12
Hideo Sakaki	6
Chieko Misaka	1
Kenji Matsuda	3
Yuichiro Arai	1
Minoru Matsumoto	2
Kazuhito Ohba	1
Takehiro Katayama	2
Ayumi Yoshihara	1
Shôichirô Masumoto	5
Ryô	2
Shun Sugata	6
Erika Oda	1
Jun Kunimura	19
Ryûshi Mizukami	1
Keita Kimura	1
Minoru Aoki	1
